text,label
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.4, Location coordinates 21.0622,105.8145, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.4, Location coordinates 21.0622,105.8145, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.4, Location coordinates 21.0622,105.8145, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.50 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.4, Location coordinates 21.0652,105.8182, Hardware Device 6f5129ac.",0.9654
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.19, Location coordinates 21.0254,105.8352, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.19, Location coordinates 21.0254,105.8352, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.19, Location coordinates 21.0254,105.8352, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.95 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.19, Location coordinates 21.0323,105.8297, Hardware Device 6f5129ac.",0.9525
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.6, Location coordinates 21.0686,105.8595, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.6, Location coordinates 21.0686,105.8595, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.6, Location coordinates 21.0686,105.8595, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 9232.21 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 203.0.113.50, Location coordinates 51.5074,-0.1278, Hardware Device b4a1f9e2.",0.308
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.18, Location coordinates 21.0415,105.8308, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.18, Location coordinates 21.0415,105.8308, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.18, Location coordinates 21.0415,105.8308, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.01 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.18, Location coordinates 21.0373,105.8222, Hardware Device 6f5129ac.",0.9525
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.2, Location coordinates 21.0036,105.8440, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.2, Location coordinates 21.0036,105.8440, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.2, Location coordinates 21.0036,105.8440, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.88 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.2, Location coordinates 21.0043,105.8356, Hardware Device 6f5129ac.",0.9397
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.10, Location coordinates 21.0340,105.8445, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.10, Location coordinates 21.0340,105.8445, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.10, Location coordinates 21.0340,105.8445, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 9234.34 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 203.0.113.50, Location coordinates 51.5074,-0.1278, Hardware Device b4a1f9e2.",0.3271
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.8, Location coordinates 21.0170,105.8264, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.8, Location coordinates 21.0170,105.8264, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.8, Location coordinates 21.0170,105.8264, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.71 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.8, Location coordinates 21.0187,105.8198, Hardware Device 6f5129ac.",0.9018
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.6, Location coordinates 21.0607,105.8598, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.6, Location coordinates 21.0607,105.8598, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.6, Location coordinates 21.0607,105.8598, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.90 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.6, Location coordinates 21.0614,105.8511, Hardware Device 6f5129ac.",0.9804
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.19, Location coordinates 21.0540,105.8485, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.19, Location coordinates 21.0540,105.8485, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.19, Location coordinates 21.0540,105.8485, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.99 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.19, Location coordinates 21.0467,105.8431, Hardware Device 6f5129ac.",0.9238
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.5, Location coordinates 21.0296,105.8904, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.5, Location coordinates 21.0296,105.8904, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.5, Location coordinates 21.0296,105.8904, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.99 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.5, Location coordinates 21.0385,105.8904, Hardware Device 6f5129ac.",0.9072
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.4, Location coordinates 21.0334,105.8199, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.4, Location coordinates 21.0334,105.8199, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.4, Location coordinates 21.0334,105.8199, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.98 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.4, Location coordinates 21.0248,105.8217, Hardware Device 6f5129ac.",0.9036
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.4, Location coordinates 21.0480,105.8477, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.4, Location coordinates 21.0480,105.8477, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.4, Location coordinates 21.0480,105.8477, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.22 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.4, Location coordinates 21.0542,105.8380, Hardware Device 6f5129ac.",0.9245
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.9, Location coordinates 21.0455,105.8155, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.9, Location coordinates 21.0455,105.8155, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.9, Location coordinates 21.0455,105.8155, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.96 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.9, Location coordinates 21.0536,105.8188, Hardware Device 6f5129ac.",0.9598
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.6, Location coordinates 20.9807,105.8096, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.6, Location coordinates 20.9807,105.8096, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.6, Location coordinates 20.9807,105.8096, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.03 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.6, Location coordinates 20.9870,105.8023, Hardware Device 6f5129ac.",0.9542
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.11, Location coordinates 21.0465,105.8833, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.11, Location coordinates 21.0465,105.8833, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.11, Location coordinates 21.0465,105.8833, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.81 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.11, Location coordinates 21.0517,105.8779, Hardware Device 6f5129ac.",0.9101
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.8, Location coordinates 21.0036,105.8827, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.8, Location coordinates 21.0036,105.8827, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.8, Location coordinates 21.0036,105.8827, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.45 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.8, Location coordinates 20.9995,105.8827, Hardware Device 6f5129ac.",0.9362
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.16, Location coordinates 20.9928,105.8573, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.16, Location coordinates 20.9928,105.8573, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.16, Location coordinates 20.9928,105.8573, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.92 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.16, Location coordinates 20.9845,105.8574, Hardware Device 6f5129ac.",0.9522
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.4, Location coordinates 21.0753,105.8736, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.4, Location coordinates 21.0753,105.8736, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.4, Location coordinates 21.0753,105.8736, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.24 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.4, Location coordinates 21.0754,105.8713, Hardware Device 6f5129ac.",0.9898
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.7, Location coordinates 21.0493,105.8979, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.7, Location coordinates 21.0493,105.8979, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.7, Location coordinates 21.0493,105.8979, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.94 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.7, Location coordinates 21.0553,105.8915, Hardware Device 6f5129ac.",0.9344
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.9, Location coordinates 21.0150,105.9014, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.9, Location coordinates 21.0150,105.9014, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.9, Location coordinates 21.0150,105.9014, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.37 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.9, Location coordinates 21.0129,105.9041, Hardware Device 6f5129ac.",0.9117
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.13, Location coordinates 21.0509,105.8430, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.13, Location coordinates 21.0509,105.8430, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.13, Location coordinates 21.0509,105.8430, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.33 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.13, Location coordinates 21.0510,105.8398, Hardware Device 6f5129ac.",0.9795
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.10, Location coordinates 21.0128,105.8889, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.10, Location coordinates 21.0128,105.8889, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.10, Location coordinates 21.0128,105.8889, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.17 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.10, Location coordinates 21.0184,105.8794, Hardware Device 6f5129ac.",0.9148
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.9, Location coordinates 21.0194,105.8105, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.9, Location coordinates 21.0194,105.8105, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.9, Location coordinates 21.0194,105.8105, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.88 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.9, Location coordinates 21.0118,105.8128, Hardware Device 6f5129ac.",0.9936
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.16, Location coordinates 21.0605,105.8846, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.16, Location coordinates 21.0605,105.8846, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.16, Location coordinates 21.0605,105.8846, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.70 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.16, Location coordinates 21.0661,105.8814, Hardware Device 6f5129ac.",0.9574
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.2, Location coordinates 21.0567,105.8123, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.2, Location coordinates 21.0567,105.8123, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.2, Location coordinates 21.0567,105.8123, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.96 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.2, Location coordinates 21.0646,105.8085, Hardware Device 6f5129ac.",0.9948
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.13, Location coordinates 21.0236,105.8538, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.13, Location coordinates 21.0236,105.8538, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.13, Location coordinates 21.0236,105.8538, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.93 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.13, Location coordinates 21.0157,105.8508, Hardware Device 6f5129ac.",0.9025
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.17, Location coordinates 21.0209,105.8050, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.17, Location coordinates 21.0209,105.8050, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.17, Location coordinates 21.0209,105.8050, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.56 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.17, Location coordinates 21.0191,105.8000, Hardware Device 6f5129ac.",0.9243
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.7, Location coordinates 21.0142,105.8167, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.7, Location coordinates 21.0142,105.8167, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.7, Location coordinates 21.0142,105.8167, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.07 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.7, Location coordinates 21.0071,105.8238, Hardware Device 6f5129ac.",0.959
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.15, Location coordinates 21.0579,105.8799, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.15, Location coordinates 21.0579,105.8799, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.15, Location coordinates 21.0579,105.8799, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 9234.43 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 8.8.8.8, Location coordinates 51.5074,-0.1278, Hardware Device b4a1f9e2.",0.3598
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.15, Location coordinates 21.0362,105.8906, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.15, Location coordinates 21.0362,105.8906, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.15, Location coordinates 21.0362,105.8906, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.11 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.15, Location coordinates 21.0455,105.8946, Hardware Device 6f5129ac.",0.9733
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.10, Location coordinates 20.9975,105.8721, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.10, Location coordinates 20.9975,105.8721, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.10, Location coordinates 20.9975,105.8721, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.01 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.10, Location coordinates 20.9907,105.8786, Hardware Device 6f5129ac.",0.9939
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.14, Location coordinates 21.0260,105.8565, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.14, Location coordinates 21.0260,105.8565, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.14, Location coordinates 21.0260,105.8565, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.02 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.14, Location coordinates 21.0192,105.8630, Hardware Device 6f5129ac.",0.9245
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.19, Location coordinates 21.0302,105.8188, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.19, Location coordinates 21.0302,105.8188, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.19, Location coordinates 21.0302,105.8188, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 9233.07 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 203.0.113.50, Location coordinates 51.5074,-0.1278, Hardware Device b4a1f9e2.",0.3042
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.2, Location coordinates 21.0733,105.8170, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.2, Location coordinates 21.0733,105.8170, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.2, Location coordinates 21.0733,105.8170, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.07 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.2, Location coordinates 21.0764,105.8267, Hardware Device 6f5129ac.",0.9836
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.9, Location coordinates 21.0444,105.8278, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.9, Location coordinates 21.0444,105.8278, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.9, Location coordinates 21.0444,105.8278, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 9232.38 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 203.0.113.50, Location coordinates 51.5074,-0.1278, Hardware Device b4a1f9e2.",0.3379
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.13, Location coordinates 21.0169,105.8355, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.13, Location coordinates 21.0169,105.8355, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.13, Location coordinates 21.0169,105.8355, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.77 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.13, Location coordinates 21.0126,105.8413, Hardware Device 6f5129ac.",0.9256
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.15, Location coordinates 21.0090,105.8789, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.15, Location coordinates 21.0090,105.8789, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.15, Location coordinates 21.0090,105.8789, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 9238.70 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 8.8.8.8, Location coordinates 51.5074,-0.1278, Hardware Device b4a1f9e2.",0.3054
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.4, Location coordinates 20.9860,105.8313, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.4, Location coordinates 20.9860,105.8313, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.4, Location coordinates 20.9860,105.8313, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.04 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.4, Location coordinates 20.9778,105.8360, Hardware Device 6f5129ac.",0.9806
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.18, Location coordinates 21.0341,105.8853, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.18, Location coordinates 21.0341,105.8853, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.18, Location coordinates 21.0341,105.8853, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.12 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.18, Location coordinates 21.0346,105.8863, Hardware Device 6f5129ac.",0.9911
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.9, Location coordinates 21.0115,105.8362, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.9, Location coordinates 21.0115,105.8362, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.9, Location coordinates 21.0115,105.8362, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 9235.82 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 203.0.113.50, Location coordinates 51.5074,-0.1278, Hardware Device b4a1f9e2.",0.3346
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.16, Location coordinates 21.0377,105.8165, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.16, Location coordinates 21.0377,105.8165, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.16, Location coordinates 21.0377,105.8165, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.03 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.16, Location coordinates 21.0428,105.8082, Hardware Device 6f5129ac.",0.9732
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.17, Location coordinates 20.9810,105.8458, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.17, Location coordinates 20.9810,105.8458, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.17, Location coordinates 20.9810,105.8458, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.63 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.17, Location coordinates 20.9851,105.8500, Hardware Device 6f5129ac.",0.9605
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.16, Location coordinates 21.0573,105.8540, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.16, Location coordinates 21.0573,105.8540, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.16, Location coordinates 21.0573,105.8540, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 9232.87 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 203.0.113.50, Location coordinates 51.5074,-0.1278, Hardware Device b4a1f9e2.",0.3693
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.6, Location coordinates 21.0329,105.8519, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.6, Location coordinates 21.0329,105.8519, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.6, Location coordinates 21.0329,105.8519, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.19 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.6, Location coordinates 21.0238,105.8580, Hardware Device 6f5129ac.",0.9426
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.3, Location coordinates 21.0711,105.8260, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.3, Location coordinates 21.0711,105.8260, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.3, Location coordinates 21.0711,105.8260, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.00 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.3, Location coordinates 21.0801,105.8257, Hardware Device 6f5129ac.",0.943
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.13, Location coordinates 21.0057,105.8569, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.13, Location coordinates 21.0057,105.8569, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.13, Location coordinates 21.0057,105.8569, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 9237.63 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 8.8.8.8, Location coordinates 51.5074,-0.1278, Hardware Device b4a1f9e2.",0.3292
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.6, Location coordinates 21.0647,105.8730, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.6, Location coordinates 21.0647,105.8730, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.6, Location coordinates 21.0647,105.8730, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 1.00 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.6, Location coordinates 21.0586,105.8659, Hardware Device 6f5129ac.",0.9365
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.8, Location coordinates 21.0771,105.8808, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.8, Location coordinates 21.0771,105.8808, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.8, Location coordinates 21.0771,105.8808, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.89 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.8, Location coordinates 21.0851,105.8817, Hardware Device 6f5129ac.",0.9989
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.5, Location coordinates 20.9973,105.8835, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.5, Location coordinates 20.9973,105.8835, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.5, Location coordinates 20.9973,105.8835, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.63 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.5, Location coordinates 20.9960,105.8894, Hardware Device 6f5129ac.",0.9461
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.2, Location coordinates 21.0126,105.8944, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.2, Location coordinates 21.0126,105.8944, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.2, Location coordinates 21.0126,105.8944, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.67 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.2, Location coordinates 21.0095,105.8998, Hardware Device 6f5129ac.",0.9708
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.7, Location coordinates 21.0520,105.8110, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.7, Location coordinates 21.0520,105.8110, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.7, Location coordinates 21.0520,105.8110, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 9230.65 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 203.0.113.50, Location coordinates 51.5074,-0.1278, Hardware Device b4a1f9e2.",0.3629
"Analyze the following user login sequence for security threats:
[HISTORY]
Log 1: IP address 192.168.1.17, Location coordinates 21.0741,105.8546, Hardware Device 6f5129ac.
Log 2: IP address 192.168.1.17, Location coordinates 21.0741,105.8546, Hardware Device 6f5129ac.
Log 3: IP address 192.168.1.17, Location coordinates 21.0741,105.8546, Hardware Device 6f5129ac.
[ANALYSIS] The new login is 0.44 kilometers away from the previous location.

[CURRENT ATTEMPT] IP address 192.168.1.17, Location coordinates 21.0710,105.8573, Hardware Device 6f5129ac.",0.9202
